PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
66-100,Dermallay Oatmeal Spray Conditioner,22.06,Revenue Profit Categories - Drug and Medications,active,0
66-100,Dermallay Oatmeal Spray Conditioner,22.06,Medication Breakout - Derm,active,0
101-105,Comfortis 1620mg Brown Per Tablet,18.77,Revenue Profit Categories - Drug and Medications,active,1
101-105,Comfortis 1620mg Brown Per Tablet,18.77,Parasiticides_External - Comfortis,active,1
105-21,Rayne Canine Adult Health RSS Can,4.73,Revenue Profit Categories - Diet Revenue,active,0
12-556,Spec CPL-Advantage Add On,110.6,Revenue Profit Categories - Lab (external),active,0
12-421,Fructosamine - Add On,59.35,Revenue Profit Categories - Lab (external),active,0
40-22,Private Cremation <1lb (mother of pearl),63.6,Revenue Profit Categories - Euthanasia & Cremation,active,0
102-333,Therabites Tablet Tuckers Per Bag,10.56,Revenue Profit Categories - Over The Counter,active,0
55-81,Itraconazole 50mg/ml,4.14,Revenue Profit Categories - Drug and Medications,active,0
G1346,Feline Lion Cut (w/ Sed) incl. Kennel Ch,0.0,Revenue Profit Categories - Grooming,active,0
67-40,Derma Gel 100ml,47.37,Revenue Profit Categories - Drug and Medications,active,0
7-109,Ferro Forte Inj 200mg/ml per ml,0.26,Revenue Profit Categories - Injections,active,0
64-39,Aurizon Ear Drops 20ml,72.24,Revenue Profit Categories - Drug and Medications,active,0
64-39,Aurizon Ear Drops 20ml,72.24,Medication Breakout - Otics,active,0
94-42,PVD Canine DRM Dermatologic 14.5kg,125.79,Diet Manufacturers - Purina,active,0
94-42,PVD Canine DRM Dermatologic 14.5kg,125.79,Revenue Profit Categories - Diet Revenue,active,0
102-30,Syringe 60cc,3.1,Revenue Profit Categories - Over The Counter,active,0
93-384,RC FE Satiety + Hypo HP 3kg,64.56,Diet Manufacturers - Royal Canin,active,0
93-384,RC FE Satiety + Hypo HP 3kg,64.56,Revenue Profit Categories - Diet Revenue,active,0
67-40,Derma Gel 100ml,47.37,Medication Breakout - Derm,active,0
G1341,IV Hook Up: Hospitalization,0.0,Revenue Profit Categories - Fluid Therapy,active,0
93-258,RC FE Calorie Control - Can,2.68,Diet Manufacturers - Royal Canin,active,0
93-258,RC FE Calorie Control - Can,2.68,Revenue Profit Categories - Diet Revenue,active,0
71-48,CET Toothpaste Malt 70gm,11.03,Revenue Profit Categories - Over The Counter,active,0
7-10,Dexamethazone Inj 2mg/ml per ml,0.22,Revenue Profit Categories - Injections,active,0
101-31,Program Injection 80,74.46,Revenue Profit Categories - Drug and Medications,active,6
101-31,Program Injection 80,74.46,Parasiticides_External - Program,active,6
93-450,RC FE UrinarySO + Satiety 3kg,60.58,Diet Manufacturers - Royal Canin,active,0
12-122,Cardiopet proBNP - Add on,86.0,Revenue Profit Categories - Lab (external),active,0
93-450,RC FE UrinarySO + Satiety 3kg,60.58,Revenue Profit Categories - Diet Revenue,active,0
67-20,Chlorohexidine 4% per ml,0.25,Revenue Profit Categories - Drug and Medications,active,0
67-20,Chlorohexidine 4% per ml,0.25,Medication Breakout - Derm,active,0
93-353,RC FE Hypoallergenic Selected Prot. 2kg,30.09,Diet Manufacturers - Royal Canin,inactive,0
93-353,RC FE Hypoallergenic Selected Prot. 2kg,30.09,Revenue Profit Categories - Diet Revenue,inactive,0
7-13,Depo Medrol Inj 40mg/ml per ml,6.02,Revenue Profit Categories - Injections,active,0
100-150,Canine C/D Can,3.54,Diet Manufacturers - Hill's,active,0
100-150,Canine C/D Can,3.54,Revenue Profit Categories - Diet Revenue,active,0
7-87,Cartrophen Injection 100mg/ml per ml,17.45,Revenue Profit Categories - Injections,active,0
22-3,Bandage Applied(Large),27.6,Revenue Profit Categories - Professional Services (Other),active,0
93-284,RC FE Gastro Int Mod Cal - Can 85gr,2.29,Diet Manufacturers - Royal Canin,active,0
93-284,RC FE Gastro Int Mod Cal - Can 85gr,2.29,Revenue Profit Categories - Diet Revenue,active,0
6-21,Syringe feeding,23.9,Revenue Profit Categories - Hospitalization,active,0
62-78,Trilostane 60mg Capsule,2.16,Revenue Profit Categories - Drug and Medications,active,0
93-298,RC K9 Mature Consult - Can,3.83,Diet Manufacturers - Royal Canin,active,0
93-298,RC K9 Mature Consult - Can,3.83,Revenue Profit Categories - Diet Revenue,active,0
85-23,Douxo Pyo Pads (30),39.01,Revenue Profit Categories - Drug and Medications,active,0
12-413,Urine Protein/Creatinine Ratio,74.13,Revenue Profit Categories - Lab (external),active,0
12-609,Allergy Panel - Environmental,327.7,Revenue Profit Categories - Lab (external),active,0
65-46,Interceptor Brown Single Tab,5.15,Revenue Profit Categories - Drug and Medications,active,1
65-46,Interceptor Brown Single Tab,5.15,Parasiticides_Internal - Interceptor,active,1
G1323,Dental Scale & Polish Grade 3 - Estimate,0.0,Revenue Profit Categories - Dentistry,active,0
54-44,PEG 3350 Powder per Gram,0.2,Revenue Profit Categories - Over The Counter,active,0
65-207,Rev. Fel Single Vial - Blue,16.15,Revenue Profit Categories - Drug and Medications,inactive,1
65-207,Rev. Fel Single Vial - Blue,16.15,Parasiticides_Combo - Revolution,inactive,1
9-10,Overnight Hospital Stay,58.6,Revenue Profit Categories - Hospitalization,active,0
7-411,Voluvan Inj per ml,0.3,Revenue Profit Categories - Injections,active,0
93-352,RC K9 Satiety Support - can,4.09,Diet Manufacturers - Royal Canin,active,0
93-352,RC K9 Satiety Support - can,4.09,Revenue Profit Categories - Diet Revenue,active,0
1-252,Sex Litter of Rabbits,33.5,Revenue Profit Categories - Professional Services (Other),active,0
102-331,LED Collar,20.0,Revenue Profit Categories - Over The Counter,active,0
7-325,Darbepoetin 10ug/0.4ml per 0.1ml,24.6,Revenue Profit Categories - Injections,active,0
51-42,Gabapentin 50mg Tablet,0.84,Revenue Profit Categories - Drug and Medications,active,0
51-42,Gabapentin 50mg Tablet,0.84,Medication Breakout - Pain,active,0
93-251,RC FE Mobility Support 1.5kg,27.43,Diet Manufacturers - Royal Canin,active,0
93-251,RC FE Mobility Support 1.5kg,27.43,Revenue Profit Categories - Diet Revenue,active,0
100-292,Canine I/D Chicken Stew 156gr,2.46,Diet Manufacturers - Hill's,active,0
100-292,Canine I/D Chicken Stew 156gr,2.46,Revenue Profit Categories - Diet Revenue,active,0
7-42,Apomorphine 6mg per tablet,9.06,Revenue Profit Categories - Drug and Medications,active,0
70-325,Acute Care GI Powder 227gr,50.08,Revenue Profit Categories - Over The Counter,active,0
3-210,Bordetella Injectable Vaccine,88.1,Revenue Profit Categories - Vaccines,inactive,0
1-6,Daily Exam/Nursing Care,49.8,Revenue Profit Categories - Hospitalization,active,0
101-13,Siphotrol 1000,21.88,Revenue Profit Categories - Over The Counter,active,0
62-66,Proin (PPA) Chewable Tablet 50mg,0.92,Revenue Profit Categories - Drug and Medications,active,0
71-40,CET Hextra Chew X-Large,34.13,Revenue Profit Categories - Over The Counter,active,0
70-289,Floradox 150gr,28.47,Revenue Profit Categories - Over The Counter,active,0
56-325,Methylprednisolone 4mg/ml,1.16,Revenue Profit Categories - Drug and Medications,active,0
3-210,Bordetella Injectable Vaccine,88.1,Vaccinations - Bordetella,inactive,0
51-46,Onsior Feline 6mg Tablet,3.03,Revenue Profit Categories - Drug and Medications,active,0
66-29,Skunk Odor Remover (Earth Friendly),22.37,Revenue Profit Categories - Over The Counter,active,0
102-17,Buster Collar 30,17.32,Revenue Profit Categories - Over The Counter,active,0
52-332,Clinacin 75mg Tablet,1.69,Revenue Profit Categories - Drug and Medications,active,0
51-46,Onsior Feline 6mg Tablet,3.03,Medication Breakout - Pain,active,0
93-344,RC K9 Hepatic 3.5kg,47.63,Diet Manufacturers - Royal Canin,active,0
93-344,RC K9 Hepatic 3.5kg,47.63,Revenue Profit Categories - Diet Revenue,active,0
93-3,RC K9 Advanced Mobility 12kg,141.36,Diet Manufacturers - Royal Canin,active,0
93-3,RC K9 Advanced Mobility 12kg,141.36,Revenue Profit Categories - Diet Revenue,active,0
12-301,Cryptococcus Antigen by Latex Agg.,243.65,Revenue Profit Categories - Lab (external),active,0
70-298,Si Miao San,65.63,Revenue Profit Categories - Over The Counter,active,0
3-202,Lepto Vaccine 1 Month,28.3,Revenue Profit Categories - Vaccines,active,0
3-202,Lepto Vaccine 1 Month,28.3,Vaccinations - Lepto,active,0
12-425,Fecal - Ova & Parasite - Add On,49.1,Revenue Profit Categories - Lab (external),active,0
12-603,"CBC, Comprehensive - Follow Up",85.8,Revenue Profit Categories - Lab (external),active,0
65-215,Panacur Paste per ml,0.73,Revenue Profit Categories - Drug and Medications,inactive,0
102-48,Pure Bites K9 Chicken 40gr,7.65,Revenue Profit Categories - Over The Counter,active,0
100-160,Canine D/D 11.3kg - Salmon,104.98,Diet Manufacturers - Hill's,active,0
100-160,Canine D/D 11.3kg - Salmon,104.98,Revenue Profit Categories - Diet Revenue,active,0
CBASK,Callback Reminder-ASK,0.0,Revenue Profit Categories - Professional Services (Other),active,0
50-6,Cerenia 24mg per pill,4.62,Revenue Profit Categories - Drug and Medications,active,0
100-303,Feline Z/D Low Sensitivity 3.85kg,78.72,Diet Manufacturers - Hill's,active,0
100-303,Feline Z/D Low Sensitivity 3.85kg,78.72,Revenue Profit Categories - Diet Revenue,active,0
12-92,Respiratory Disease Panel - Canine,309.25,Revenue Profit Categories - Lab (external),active,0
7-20,Oxygen Therapy,35.9,Revenue Profit Categories - Hospitalization,active,0
1-22,Wing Clip,26.5,Revenue Profit Categories - Professional Services (Other),active,0
52-21,Amoxicillin Capsules 500mg,0.75,Revenue Profit Categories - Drug and Medications,active,0
7-386,Cytopoint 10mg Vial,47.36,Revenue Profit Categories - Injections,active,0
62-31,Propalin 50mg/ml 100ml,91.53,Revenue Profit Categories - Drug and Medications,active,0
72-39,Hepatosyl-LQ Tablet,2.14,Revenue Profit Categories - Over The Counter,active,0
70-478,Optixcare L-Lysine Chew (60),31.75,Revenue Profit Categories - Over The Counter,active,0
12-1,Chemistry Screen,147.3,Revenue Profit Categories - Lab (in-house),active,0
70-160,RX Vitamins Onco Support 300gr,153.2,Revenue Profit Categories - Over The Counter,active,0
1-21,Beak Trim,32.5,Revenue Profit Categories - Professional Services (Other),active,0
63-59,Tacrolimus 0.03% Eye Drop 10ml,117.36,Revenue Profit Categories - Drug and Medications,active,0
93-222,RC Medi Treats FE (125gm),10.16,Revenue Profit Categories - Over The Counter,inactive,0
7-527,Iron Dextran 50mg/ml per ml,41.7,Revenue Profit Categories - Injections,active,0
70-5,Esbilac K9 325 ml (Liquid),10.11,Revenue Profit Categories - Over The Counter,active,0
12-104,General & Urinalysis,184.2,Revenue Profit Categories - Lab (external),active,0
50-18,Mirtazapine 3mg Capsule,0.92,Revenue Profit Categories - Drug and Medications,active,0
70-436,Progut Plus Powder 180gr,49.58,Revenue Profit Categories - Over The Counter,active,0
12-698,Urinalysis with Urine Culture,180.73,Revenue Profit Categories - Lab (external),active,0
600-13,Welcome Client Discount,0.0,Revenue Profit Categories - Discounts,active,0
66-30,Prohex Shampoo 16oz,23.6,Revenue Profit Categories - Drug and Medications,active,0
66-30,Prohex Shampoo 16oz,23.6,Medication Breakout - Derm,active,0
67-122,Cortavance Spray 79ml,44.2,Revenue Profit Categories - Drug and Medications,active,0
67-122,Cortavance Spray 79ml,44.2,Medication Breakout - Derm,active,0
70-117,Laxatone Malt 70.9gr,13.04,Revenue Profit Categories - Over The Counter,active,0
94-29,PVD Canine HA Hypo 2.72kg,39.45,Diet Manufacturers - Purina,active,0
94-29,PVD Canine HA Hypo 2.72kg,39.45,Revenue Profit Categories - Diet Revenue,active,0
22-35,Protective Boot Large (Green),42.66,Revenue Profit Categories - Over The Counter,active,0
64-48,Triz EDTA Ear Flush 473ml,43.87,Revenue Profit Categories - Drug and Medications,active,0
64-48,Triz EDTA Ear Flush 473ml,43.87,Medication Breakout - Otics,active,0
302-6,Complete Blood Count,60.84,Revenue Profit Categories - Lab (in-house),active,0
71-111,CET Veggie Dent Fresh Large (30),34.99,Revenue Profit Categories - Over The Counter,active,0
300-7,Recheck 7days,0.0,Revenue Profit Categories - Exams,inactive,0
12-405,Fluid Analysis with Cytology (1 Fluid),211.48,Revenue Profit Categories - Lab (external),active,0
16-106,Ovariohysterectomy Combination,94.5,Revenue Profit Categories - Surgery,active,0
71-7,Vetoquinol Enzadent Fingerbrush kit,8.71,Revenue Profit Categories - Over The Counter,active,0
G1025,Dental Scale & Polish Grade 1 - Estimate,0.0,Revenue Profit Categories - Dentistry,active,0
102-42,Pill Pockets Feline Salmon,9.64,Revenue Profit Categories - Over The Counter,active,0
64-68,Triz EDTA 118ml,22.14,Revenue Profit Categories - Drug and Medications,inactive,0
64-68,Triz EDTA 118ml,22.14,Medication Breakout - Otics,inactive,0
17-2,Dental Scale & Polish Grade 2,438.6,Revenue Profit Categories - Dentistry,active,0
17-2,Dental Scale & Polish Grade 2,438.6,Preventive Care Snapshot - Dental Prophy,active,0
51-10,Metacam 100 ml,152.66,Revenue Profit Categories - Drug and Medications,active,0
12-19,Fructosamine,112.45,Revenue Profit Categories - Lab (external),active,0
51-10,Metacam 100 ml,152.66,Medication Breakout - Pain,active,0
93-8,RC K9 Urinary SO 3kg,40.89,Diet Manufacturers - Royal Canin,active,0
25-1,Recommend Recheck,0.0,Revenue Profit Categories - Professional Services (Other),active,0
93-8,RC K9 Urinary SO 3kg,40.89,Revenue Profit Categories - Diet Revenue,active,0
102-39,Pure Bites K9 Chicken 330g,38.98,Revenue Profit Categories - Over The Counter,active,0
57-43,Hydrocodone 2.5mg/ml Liquid,0.35,Revenue Profit Categories - Drug and Medications,active,0
57-43,Hydrocodone 2.5mg/ml Liquid,0.35,Medication Breakout - Pain,active,0
93-335,RC Feline Senior Consult - Can,3.06,Diet Manufacturers - Royal Canin,active,0
93-335,RC Feline Senior Consult - Can,3.06,Revenue Profit Categories - Diet Revenue,active,0
53-15,Phenobarbital 30mg/ml per ml,1.23,Revenue Profit Categories - Drug and Medications,active,0
101-108,Advantage II Feline Orange Per Vial,14.68,Revenue Profit Categories - Drug and Medications,active,1
101-108,Advantage II Feline Orange Per Vial,14.68,Parasiticides_External - Advantage,active,1
70-287,Xiao Yoa San/Er Chan Tang Combo,65.74,Revenue Profit Categories - Over The Counter,active,0
3-11,Rabies Vaccine 1 Year,28.3,Vaccinations - Rabies,active,0
100-532,Feline Metabolic Large 156gr Can,2.72,Diet Manufacturers - Hill's,active,0
100-532,Feline Metabolic Large 156gr Can,2.72,Revenue Profit Categories - Diet Revenue,active,0
3-20,Lyme Disease Alone 1st,84.4,Revenue Profit Categories - Vaccines,inactive,0
12-3,Mini Profile,102.2,Revenue Profit Categories - Lab (external),active,0
12-3,Mini Profile,102.2,Testing - Wellness Bloodwork,active,0
12-416,Free T4,130.9,Revenue Profit Categories - Lab (external),active,0
3-20,Lyme Disease Alone 1st,84.4,Vaccinations - Lyme,inactive,0
302-2,Diagnostic Profile,167.5,Revenue Profit Categories - Lab (in-house),active,0
70-108,Glucosamine 500mg Chewable - 60 tablets,23.27,Revenue Profit Categories - Over The Counter,active,0
93-122,RC K9 Hypo HP 8kg,107.71,Diet Manufacturers - Royal Canin,active,0
11-5,Fungassay Test (Culture),37.17,Revenue Profit Categories - Lab (in-house),inactive,0
93-122,RC K9 Hypo HP 8kg,107.71,Revenue Profit Categories - Diet Revenue,active,0
65-210,Rev. K9 Single Vial - Red,20.06,Revenue Profit Categories - Drug and Medications,inactive,1
65-210,Rev. K9 Single Vial - Red,20.06,Parasiticides_Combo - Revolution,inactive,1
301-11,APTT/PT (PTHRP),116.33,Revenue Profit Categories - Lab (external),active,0
72-6,Denosyl 425mg tablet,4.09,Revenue Profit Categories - Over The Counter,active,0
72-5,Zentonil Plus 400mg per tab,3.63,Revenue Profit Categories - Over The Counter,active,0
62-27,Thyro-Tabs 0.5mg,0.6,Revenue Profit Categories - Drug and Medications,active,0
102-22,Pill popper,6.66,Revenue Profit Categories - Over The Counter,active,0
G1043,Feline Ovariohysterectomy - GROUP,0.0,Revenue Profit Categories - Surgery,active,0
40-105,Spawts Paw Print,64.95,Revenue Profit Categories - Euthanasia & Cremation,active,0
52-325,Chlorseptin 1000mg Tablet,2.56,Revenue Profit Categories - Drug and Medications,active,0
56-22,PREDNISOLONE 5mg/ml,0.31,Revenue Profit Categories - Drug and Medications,active,0
56-22,PREDNISOLONE 5mg/ml,0.31,Medication Breakout - Derm,active,0
64-36,Mometamax Otic 15gr,52.73,Revenue Profit Categories - Drug and Medications,inactive,0
64-36,Mometamax Otic 15gr,52.73,Medication Breakout: Otics - Mometamax,inactive,0
64-36,Mometamax Otic 15gr,52.73,Medication Breakout - Otics,inactive,0
93-261,RC FE Gastro Int High Energy 2kg,38.32,Diet Manufacturers - Royal Canin,active,0
93-261,RC FE Gastro Int High Energy 2kg,38.32,Revenue Profit Categories - Diet Revenue,active,0
72-1,Denosyl 225mg tablet,2.47,Revenue Profit Categories - Over The Counter,active,0
102-501,Holiday Gift Pack,0.0,Revenue Profit Categories - Over The Counter,active,0
300-3,Recheck 3days,0.0,Revenue Profit Categories - Exams,inactive,0
51-8,Metacam Oral (1.5mg/ml) per 1 ml,3.5,Revenue Profit Categories - Drug and Medications,active,0
2-4,Rabies Vaccine 1 Year,28.3,Revenue Profit Categories - Vaccines,active,0
3-5,DA2P/Parvo Vaccine 3 Year,28.3,Revenue Profit Categories - Vaccines,active,0
3-5,DA2P/Parvo Vaccine 3 Year,28.3,Vaccinations - DHPP,active,0
12-13,Thyroid Mini Panel (T4/TSH/FREE T4),198.55,Revenue Profit Categories - Lab (external),active,0
12-24,Diarrhea RealPCR Panel - Canine - Add on,145.45,Revenue Profit Categories - Lab (external),active,0
2-4,Rabies Vaccine 1 Year,28.3,Vaccinations - Rabies,active,0
30-17,Clomicalm20 MG per tablet,1.91,Revenue Profit Categories - Drug and Medications,active,0
93-124,RC K9 Hypoallergenic 4kg,48.66,Diet Manufacturers - Royal Canin,active,0
50-10,Metoclopramide 5mg tablets,0.13,Revenue Profit Categories - Drug and Medications,active,0
65-265,Heartgard Plus 272mcg Brown Single Tab,11.62,Revenue Profit Categories - Drug and Medications,inactive,1
93-124,RC K9 Hypoallergenic 4kg,48.66,Revenue Profit Categories - Diet Revenue,active,0
65-265,Heartgard Plus 272mcg Brown Single Tab,11.62,Parasiticides_Internal - Heartgard,inactive,1
12-623,Phenobarbital - Add On,71.65,Revenue Profit Categories - Lab (external),active,0
12-426,Leptospira spp. RealPCR,157.55,Revenue Profit Categories - Lab (external),active,0
85-22,Douxo Pyo Shampoo 200ml,39.01,Revenue Profit Categories - Drug and Medications,active,0
85-22,Douxo Pyo Shampoo 200ml,39.01,Medication Breakout - Derm,active,0
93-229,RC FE Reduced Protein 2kg,32.66,Diet Manufacturers - Royal Canin,inactive,0
93-229,RC FE Reduced Protein 2kg,32.66,Revenue Profit Categories - Diet Revenue,inactive,0
93-705,RC K9 Select Protein KO 3.5kg,38.32,Diet Manufacturers - Royal Canin,active,0
93-705,RC K9 Select Protein KO 3.5kg,38.32,Revenue Profit Categories - Diet Revenue,active,0
66-282,Dermachlor 4 Spray,36.94,Revenue Profit Categories - Drug and Medications,active,0
66-282,Dermachlor 4 Spray,36.94,Medication Breakout - Derm,active,0
69-4,Bethanechol 5mg/ml,1.82,Revenue Profit Categories - Drug and Medications,active,0
7-35,Ranitidine Inj per ml,3.21,Revenue Profit Categories - Injections,active,0
94-24,PVD Feline EN 2.72kg,47.43,Diet Manufacturers - Purina,active,0
94-24,PVD Feline EN 2.72kg,47.43,Revenue Profit Categories - Diet Revenue,active,0
52-32,ApoSulfatrim 480mg Tablet,0.11,Revenue Profit Categories - Drug and Medications,active,0
70-169,RX Vitamins Hepato Support Caps (90),55.1,Revenue Profit Categories - Over The Counter,active,0
102-01,Soft Paws Take Home Kit,29.63,Revenue Profit Categories - Over The Counter,active,0
51-229,Galliprant 20mg Tablet,2.97,Revenue Profit Categories - Drug and Medications,active,0
51-229,Galliprant 20mg Tablet,2.97,Medication Breakout - Pain,active,0
93-348,RC K9 Hepatic Can,4.21,Diet Manufacturers - Royal Canin,active,0
93-348,RC K9 Hepatic Can,4.21,Revenue Profit Categories - Diet Revenue,active,0
105-39,Rayne Canine Rabbit 8kg,122.38,Revenue Profit Categories - Diet Revenue,active,0
14-28,Canine Orch/Cryptorchid - Inguinal,432.0,Revenue Profit Categories - Surgery,active,0
7-90,Cefazolin Injection 100mg/ml per ml,4.36,Revenue Profit Categories - Injections,active,0
12-703,Cortisol (Random),108.35,Revenue Profit Categories - Lab (external),active,0
65-243,Sentinel Brown Single Tab,13.95,Revenue Profit Categories - Drug and Medications,inactive,1
65-243,Sentinel Brown Single Tab,13.95,Parasiticides_Combo - Sentinel,inactive,1
93-214,RC FE Hypo HP 3.5kg,71.46,Diet Manufacturers - Royal Canin,active,0
93-214,RC FE Hypo HP 3.5kg,71.46,Revenue Profit Categories - Diet Revenue,active,0
93-660,RC Gastro Treats K9 (500gm),13.46,Revenue Profit Categories - Over The Counter,active,0
KPP,Katies Place Physical Exam,0.0,Revenue Profit Categories - Exams,active,0
7-71,Activated Charcoal,0.23,Revenue Profit Categories - Professional Services (Other),active,0
71-382,CET Small toothbrush,8.84,Revenue Profit Categories - Over The Counter,active,0
KPP,Katies Place Physical Exam,0.0,Preventive Care Snapshot - Wellness Exams,active,0
86-2,Red Dingo Tag - Swarovski,24.95,Revenue Profit Categories - Over The Counter,active,0
69-5,Prazosin 1 mg,0.51,Revenue Profit Categories - Drug and Medications,active,0
1-100,Microchip Implant,62.8,Revenue Profit Categories - Professional Services (Other),active,0
70-141,KMR Kitten Liquid 11oz,9.88,Revenue Profit Categories - Over The Counter,active,0
16-38,Aural Hematoma Repair,94.5,Revenue Profit Categories - Surgery,active,0
7-85,Oxytocin Injection per ml,0.16,Revenue Profit Categories - Injections,active,0
14-27,Rabbit Orchiectomy,170.62,Revenue Profit Categories - Surgery,active,0
100-190,Canine I/D - Can Stew 156gr,4.57,Diet Manufacturers - Hill's,inactive,0
65-300,Nexgard Orange 11.3mg Per Tablet,19.8,Revenue Profit Categories - Drug and Medications,active,1
65-300,Nexgard Orange 11.3mg Per Tablet,19.8,Parasiticides_External - NexGard,active,1
70-225,Eicosaderm Omega 3 Liguid 236ml,31.45,Revenue Profit Categories - Drug and Medications,active,0
70-225,Eicosaderm Omega 3 Liguid 236ml,31.45,Medication Breakout - Derm,active,0
1-152,Soft Paws withApplication,38.9,Revenue Profit Categories - Professional Services (Other),active,0
57-110,Amlodipine 12.5mg/ml TD gel per syringe,22.02,Revenue Profit Categories - Drug and Medications,active,0
7-512,Naloxone inj 0.4mg/ml per ml,25.26,Revenue Profit Categories - Injections,active,0
16-59,Palpebral Tumor/Cyst Wedge Resection per,94.5,Revenue Profit Categories - Surgery,active,0
600-103,Hills Coupon,0.0,Diet Manufacturers - Hill's,active,0
600-103,Hills Coupon,0.0,Revenue Profit Categories - Diet Revenue,active,0
63-117,Optixcare Eye Health 15gr,22.73,Revenue Profit Categories - Drug and Medications,inactive,0
93-339,RC Feline Development - Can,2.78,Diet Manufacturers - Royal Canin,active,0
93-339,RC Feline Development - Can,2.78,Revenue Profit Categories - Diet Revenue,active,0
65-305,Nexgard Blue 28.3mg Single Tab,19.47,Revenue Profit Categories - Drug and Medications,inactive,1
65-305,Nexgard Blue 28.3mg Single Tab,19.47,Parasiticides_External - NexGard,inactive,1
93-301,RC K9 Dental 14kg,118.06,Diet Manufacturers - Royal Canin,active,0
93-301,RC K9 Dental 14kg,118.06,Revenue Profit Categories - Diet Revenue,active,0
1-150,Complimentary Nail Trim,0.0,Revenue Profit Categories - Professional Services (Other),active,0
102-553,Air Bumper Collar-Small,25.39,Revenue Profit Categories - Over The Counter,active,0
93-404,RC K9 Gastro Int Mod Calorie - Cans,4.57,Diet Manufacturers - Royal Canin,active,0
93-404,RC K9 Gastro Int Mod Calorie - Cans,4.57,Revenue Profit Categories - Diet Revenue,active,0
102-37,U-40 Insulin syringes & Sharps Container,69.33,Revenue Profit Categories - Injections,active,0
70-180,Dermoscent Essential 6 Spot on 4 x .6ml,32.77,Revenue Profit Categories - Drug and Medications,active,0
70-180,Dermoscent Essential 6 Spot on 4 x .6ml,32.77,Medication Breakout - Derm,active,0
1018,Propofol Inj per ml,1.1,Revenue Profit Categories - Anesthesia,active,0
16-1,Surgical Fee Per 10 min.,99.23,Revenue Profit Categories - Surgery,active,0
600-12,Boarding Discount,0.0,Revenue Profit Categories - Boarding,active,0
102-316,Pill Pockets Duck & Pea K9 Small 2.6oz,10.87,Revenue Profit Categories - Over The Counter,active,0
30-10,Adaptil Spray 20ml,24.54,Revenue Profit Categories - Over The Counter,active,0
62-16,Tapazole 5mg,0.56,Revenue Profit Categories - Drug and Medications,active,0
70-126,Omegapro 3 Liquid 8oz,24.7,Revenue Profit Categories - Over The Counter,active,0
93-127,RC Medi Treats K9 (500gm),9.7,Revenue Profit Categories - Over The Counter,inactive,0
70-226,Eicosaderm Omega 3 Liquid 946ml,94.18,Revenue Profit Categories - Drug and Medications,active,0
70-226,Eicosaderm Omega 3 Liquid 946ml,94.18,Medication Breakout - Derm,active,0
100-569,Canine I/D LOW FAT 12.5kg (Sp Order),130.48,Diet Manufacturers - Hill's,active,0
100-569,Canine I/D LOW FAT 12.5kg (Sp Order),130.48,Revenue Profit Categories - Diet Revenue,active,0
KPORCH,Katies Place ORCH/Tattoo/FVRCP,0.0,Revenue Profit Categories - Vaccines,active,0
KPORCH,Katies Place ORCH/Tattoo/FVRCP,0.0,Vaccinations - FVRCP,active,0
101-10,Ovicollar - Feline,18.2,Revenue Profit Categories - Over The Counter,active,0
65-6,Pyr-A-Pam Plus per Tablet,2.11,Revenue Profit Categories - Drug and Medications,active,0
65-245,Sentinel Yellow Single Tab,18.36,Revenue Profit Categories - Drug and Medications,inactive,1
65-245,Sentinel Yellow Single Tab,18.36,Parasiticides_Combo - Sentinel,inactive,1
100-220,Canine T/D 11.3kg,98.37,Diet Manufacturers - Hill's,active,0
100-220,Canine T/D 11.3kg,98.37,Revenue Profit Categories - Diet Revenue,active,0
40-6,Cremation,1.2,Revenue Profit Categories - Euthanasia & Cremation,active,0
18-118,Dental Xray Canine Full Mouth,99.0,Revenue Profit Categories - Dentistry,active,0
30-7,Adaptil Collar Small,36.84,Revenue Profit Categories - Over The Counter,active,0
G1329,IV Hook Up: Non Elective Sx,0.0,Revenue Profit Categories - Fluid Therapy,active,0
15-550,Dental Nerve Block,15.0,Revenue Profit Categories - Anesthesia,active,0
33-7,Katies Place FELV Vacc,15.5,Revenue Profit Categories - Vaccines,active,0
63-77,Tetracycline Opth 1% (Summit) 5gram,60.09,Revenue Profit Categories - Drug and Medications,active,0
52-328,Cefaseptin 750mg Tablet,1.65,Revenue Profit Categories - Drug and Medications,active,0
93-217,RC FE Hypoallergenic Select Prot. 4kg,64.19,Diet Manufacturers - Royal Canin,active,0
93-217,RC FE Hypoallergenic Select Prot. 4kg,64.19,Revenue Profit Categories - Diet Revenue,active,0
93-328,RC Feline Mature Consult 2kg,34.0,Diet Manufacturers - Royal Canin,active,0
93-328,RC Feline Mature Consult 2kg,34.0,Revenue Profit Categories - Diet Revenue,active,0
33-7,Katies Place FELV Vacc,15.5,Vaccinations - FELV,active,0
12-65,Platelet Count,94.0,Revenue Profit Categories - Lab (external),active,0
21-41,Subcutaneous Fluids Repeat,29.0,Revenue Profit Categories - Fluid Therapy,inactive,0
12-32,T4 (Total),102.2,Revenue Profit Categories - Lab (external),active,0
60-1,Furosemide tablets 40mg,0.12,Revenue Profit Categories - Drug and Medications,active,0
53-10,Phenobarbital 60mg Tablets,0.48,Revenue Profit Categories - Drug and Medications,active,0
1030,Midazolam Inj per ml,12.36,Revenue Profit Categories - Anesthesia,active,0
