PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
PDfmcvt,PR DIET Feline Metabolic Veggie/Tuna 82g CASE,1.94,Diet Types - Weight,active,0
RP2973,Avena Sativa Wipes 50/pkg,10.98,Revenue Profit Categories - Drug and Medications,active,0
RP3190,Earth Friendly Skunk Odor Remover 946ml,31.42,Revenue Profit Categories - Over The Counter,active,0
IM7700,Torbugesic 10mg/ml,16.42,Revenue Profit Categories - Injections,active,0
mcrckan9,RC VDIET Canine Anallergenic 9kg,149.83,Diet Manufacturers - Royal Canin,active,0
mcrckan9,RC VDIET Canine Anallergenic 9kg,149.83,Revenue Profit Categories - Diet Revenue,active,0
MCRCkam4,RC VDIET Canine Advanced Mobility Support 4kg,59.16,Diet Manufacturers - Royal Canin,active,0
MCRCkam4,RC VDIET Canine Advanced Mobility Support 4kg,59.16,Revenue Profit Categories - Diet Revenue,active,0
RP2271,BC Wildfires Relief Fund,0.0,Revenue Profit Categories - Over The Counter,active,0
PS020a,***Examination/Consultation - Recheck post-Orthopedic surgery DO NOT USE,69.0,Revenue Profit Categories - Exams,active,0
Tx4100,Robert Jones Splint Application,61.0,Revenue Profit Categories - Professional Services (Other),active,0
mcrcfmcc,RC VDIET Feline Mature Consult 165g can,2.76,Diet Manufacturers - Royal Canin,active,0
mcrcfmcc,RC VDIET Feline Mature Consult 165g can,2.76,Revenue Profit Categories - Diet Revenue,active,0
mcrcfmcc,RC VDIET Feline Mature Consult 165g can,2.76,Diet Types - Wellness / Lifestage,active,0
pdctdo26,PR Diet Canine T/D 11.3kg ProPack,56.81,Diet Manufacturers - Hill's,active,0
pdctdo26,PR Diet Canine T/D 11.3kg ProPack,56.81,Revenue Profit Categories - Diet Revenue,active,0
pdctdo26,PR Diet Canine T/D 11.3kg ProPack,56.81,Diet Types - Dental,active,0
Vx2100,***DA2PP + Lepto Combo Annual Vaccine DO NOT USE,35.0,Revenue Profit Categories - Vaccines,active,0
Vx2100,***DA2PP + Lepto Combo Annual Vaccine DO NOT USE,35.0,Vaccinations - Lepto,active,0
Vx2100,***DA2PP + Lepto Combo Annual Vaccine DO NOT USE,35.0,Vaccinations - DHPP,active,0
IM3385,***Euthansol 240 mg/ml,0.64,Revenue Profit Categories - Euthanasia & Cremation,active,0
HS9814,Yesterdays News Cat Litter 6.8kg 5% Mark-up,7.73,Revenue Profit Categories - Over The Counter,active,0
IAMcspr,Iams Vet Canine Skin & Coat Plus Response KO 6.8kg,59.4,Diet Manufacturers - Iams/Eukanuba,active,0
IAMcspr,Iams Vet Canine Skin & Coat Plus Response KO 6.8kg,59.4,Revenue Profit Categories - Diet Revenue,active,0
IAMcspr,Iams Vet Canine Skin & Coat Plus Response KO 6.8kg,59.4,Diet Types - Derm Diet,active,0
IM4155,Cartrophen per ml - TGH 4 syringes,15.32,Revenue Profit Categories - Injections,active,0
LaC2030,Adrenal Metabolite Panel - Canie (ADMPD),466.43,Revenue Profit Categories - Lab (external),active,0
LaC3021,TLI/B12/Folate - Canine (TBF),263.9,Revenue Profit Categories - Lab (external),active,0
LaC3045,Cobalamin (Vit B12) B12,113.9,Revenue Profit Categories - Lab (external),active,0
LaC8382,"Thyroid - TSH, add-on (TSHa)",69.9,Revenue Profit Categories - Lab (external),active,0
MCRCfgm4,RC VDIET Feline GI Moderate Calorie 85g CASE,57.5,Diet Manufacturers - Royal Canin,active,0
MCRCfgm4,RC VDIET Feline GI Moderate Calorie 85g CASE,57.5,Revenue Profit Categories - Diet Revenue,active,0
MCRCfgm4,RC VDIET Feline GI Moderate Calorie 85g CASE,57.5,Diet Types - Gastro,active,0
MCRCfr1,***MCRC Feline Reducing 1.5kg,26.22,Diet Manufacturers - Royal Canin,active,0
MCRCfr1,***MCRC Feline Reducing 1.5kg,26.22,Revenue Profit Categories - Diet Revenue,active,0
MCRCfr1,***MCRC Feline Reducing 1.5kg,26.22,Diet Types - Weight,active,0
MCRCk9f1,RC VDIET Canine Fibre 385g can,4.7,Diet Manufacturers - Royal Canin,active,0
MCRCk9f1,RC VDIET Canine Fibre 385g can,4.7,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9f1,RC VDIET Canine Fibre 385g can,4.7,Diet Types - Gastro,active,0
LaH8000,Blood Glucose Curve IH,125.0,Revenue Profit Categories - Lab (in-house),active,0
MCRCk9m1,***RC VDIET Canine Mobility Support 3kg,52.11,Diet Manufacturers - Royal Canin,active,0
MCRCk9m1,***RC VDIET Canine Mobility Support 3kg,52.11,Revenue Profit Categories - Diet Revenue,active,0
MCRCkmc4,RC VDIET Canine Mature Consult 385g can,4.02,Diet Types - Wellness / Lifestage,active,0
PDfkd1.8,PR Diet Feline K/D Chicken 1.81kg,37.98,Diet Manufacturers - Hill's,active,0
PDfkd1.8,PR Diet Feline K/D Chicken 1.81kg,37.98,Revenue Profit Categories - Diet Revenue,active,0
PDfkd1.8,PR Diet Feline K/D Chicken 1.81kg,37.98,Diet Types - Renal,active,0
RP8805,Osteosupport Canine Joint Care Powder Caps 80,47.98,Revenue Profit Categories - Over The Counter,active,0
VX5003,Canine Influenza Virus 1st Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
VX5003,Canine Influenza Virus 1st Vaccine,35.0,Vaccinations - Influenza,active,0
RP2440,Buster Collar 30,31.89,Revenue Profit Categories - Over The Counter,active,0
Rx4325,***Gabapentin 50mg tablets DO NOT US,0.88,Revenue Profit Categories - Drug and Medications,active,0
Rx4325,***Gabapentin 50mg tablets DO NOT US,0.88,Medication Breakout - Pain,active,0
RX1955,Buprenorphine (as HCL) 200mcg/ml Oral Solution,4.8,Revenue Profit Categories - Drug and Medications,active,0
RX1955,Buprenorphine (as HCL) 200mcg/ml Oral Solution,4.8,Medication Breakout - Pain,active,0
PS999,Misc. Professional Services,0.0,Revenue Profit Categories - Professional Services (Other),active,0
Rx6815,Revolution Canine for 2.6 - 5kg Purple,20.69,Revenue Profit Categories - Drug and Medications,active,1
RX5794,Optixcare Eye Lubricant 20g,25.98,Revenue Profit Categories - Drug and Medications,active,0
RP2862,CET Pet Toothbrush - small,3.09,Revenue Profit Categories - Over The Counter,active,0
Rx6815,Revolution Canine for 2.6 - 5kg Purple,20.69,Parasiticides_Combo - Revolution,active,1
DIS1005,***Parking Allowance DO NOT USE,-3.0,Revenue Profit Categories - Adjustments,active,0
Rx2547,"Syringe Ideal Insulin 3/10cc 29x1/2"" U100 100/box",33.46,Revenue Profit Categories - Injections,active,0
RX1770,Atropine Sulfate 1%,3.3,Revenue Profit Categories - Drug and Medications,active,0
Dis6500,***RC Rebate DO NOT USE,-1.0,Diet Manufacturers - Royal Canin,active,0
Dis6500,***RC Rebate DO NOT USE,-1.0,Revenue Profit Categories - Diet Revenue,active,0
Ax1401,Anesthesia - Testicular Block,12.0,Revenue Profit Categories - Anesthesia,active,0
Rx2260,TriZ EDTA/Baytril/Dex Ear Solution-25.25mls,25.0,Revenue Profit Categories - Drug and Medications,active,0
Rx2260,TriZ EDTA/Baytril/Dex Ear Solution-25.25mls,25.0,Medication Breakout - Otics,active,0
Rx1957,Buprenorphine (as HCL) 300mcg/ml OralSolution,1.66,Revenue Profit Categories - Drug and Medications,active,0
Rx1957,Buprenorphine (as HCL) 300mcg/ml OralSolution,1.66,Medication Breakout - Pain,active,0
Rx2225,Canaural Ear Drops 15ml,39.96,Revenue Profit Categories - Drug and Medications,active,0
Rx2225,Canaural Ear Drops 15ml,39.96,Medication Breakout - Otics,active,0
Rx2882,Co Clomipramine 10mg tablets,0.36,Revenue Profit Categories - Drug and Medications,active,0
Rx4870,Insulin Humulin R 100U/ml per IU,0.06,Revenue Profit Categories - Drug and Medications,active,0
Sx5550,Hernia Repair- Umbilical / 10 min,61.0,Revenue Profit Categories - Surgery,active,0
Sx6250,Mastectomy-Gland / 10 min,66.0,Revenue Profit Categories - Surgery,active,0
Sx6350,Lumpectomy per 10 minutes,66.0,Revenue Profit Categories - Surgery,active,0
zIM1632,*** Atropine inj DO NOT USE,0.0,Revenue Profit Categories - Injections,active,0
HS4330,Gelfoam Sponge,125.14,Revenue Profit Categories - Professional Services (Other),active,0
RP6202,OmegaPro 3 SoftGels 300mg Medium Breed 90,19.72,Revenue Profit Categories - Over The Counter,active,0
Dx1939,"ECG, Radiographs, Echo (combo of 2 or more) - IDEXX VetMedStat",300.6,Revenue Profit Categories - Diagnostic Imaging,active,0
RP8211,Shirt- Post Surgical Canine XS 40cm,44.36,Revenue Profit Categories - Over The Counter,active,0
LaC6112,***Urinalysis (UNAV) IDEXX Advantage DO NOT USE,55.0,Revenue Profit Categories - Lab (external),active,0
RP9090,Vet Solutions Enzadent Toothpaste Poultry,13.32,Revenue Profit Categories - Over The Counter,active,0
PDfid9,PR Diet Feline I/D 3.85kg,70.57,Diet Manufacturers - Hill's,active,0
PDfid9,PR Diet Feline I/D 3.85kg,70.57,Revenue Profit Categories - Diet Revenue,active,0
PDfid9,PR Diet Feline I/D 3.85kg,70.57,Diet Types - Gastro,active,0
prdfcds,PR Diet Feline C/D Stress 3.85kg,68.38,Diet Manufacturers - Hill's,active,0
prdfcds,PR Diet Feline C/D Stress 3.85kg,68.38,Revenue Profit Categories - Diet Revenue,active,0
FC1600  ,AfterCare Communal Cremation < 1 lb,30.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
RP9168,Vetri Lysine Plus Feline Soft Chews 150g 120,41.5,Revenue Profit Categories - Over The Counter,active,0
Rx7926,Ursodiol 100mg tablets,1.7,Revenue Profit Categories - Drug and Medications,active,0
Rx7911,Tylan Powder 100g bottle,96.44,Revenue Profit Categories - Drug and Medications,active,0
RP9135,Eicosa3FF SnipCaps Small Bottle (60),29.14,Revenue Profit Categories - Drug and Medications,active,0
RP9135,Eicosa3FF SnipCaps Small Bottle (60),29.14,Medication Breakout - Derm,active,0
PDfcds,PR Diet Feline C/D MultiCare Seafood 156g Can,2.49,Diet Manufacturers - Hill's,active,0
PDfcds,PR Diet Feline C/D MultiCare Seafood 156g Can,2.49,Revenue Profit Categories - Diet Revenue,active,0
PDfcds,PR Diet Feline C/D MultiCare Seafood 156g Can,2.49,Diet Types - Urinary,active,0
LaH6000,Skin Scraping + Cytology IH,34.0,Revenue Profit Categories - Lab (in-house),active,0
FC1640,AfterCare Communal Cremation 76-125 lbs,160.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
RX8326,Zentonil Plus 200mg tablets,2.66,Revenue Profit Categories - Drug and Medications,active,0
HS2232,Catheter Urethral Slippery Sam 3.5fr 11,34.94,Revenue Profit Categories - Professional Services (Other),active,0
Rx2680,Ciloxan Ophthalmic Solution 0.3% 5ml,31.6,Revenue Profit Categories - Drug and Medications,active,0
Rx2797,Clinacin 150mg tablets,2.8,Revenue Profit Categories - Drug and Medications,active,0
Rx1034,Acepromazine Maleate 10mg Tablet,0.94,Revenue Profit Categories - Drug and Medications,active,0
Rx1703,Meloxicam Apo Oral Susp 1.5mg/ml -32ml,42.43,Revenue Profit Categories - Drug and Medications,active,0
Rx1703,Meloxicam Apo Oral Susp 1.5mg/ml -32ml,42.43,Medication Breakout - Pain,active,0
Rx1673,Amoxi Apo 500mg capsule,0.77,Revenue Profit Categories - Drug and Medications,active,0
Rx1701,Furosemide Teva 20mg Tablet,0.08,Revenue Profit Categories - Drug and Medications,active,0
Rx2650,ChlorPalm 250mg/60ml per ml,12.1,Revenue Profit Categories - Drug and Medications,active,0
Rx3001,Cyclosporin 2% Solution 10ml,58.5,Revenue Profit Categories - Drug and Medications,active,0
Rx3320,***Douxo Seborrhea Spot On DO NOT USE,4.04,Revenue Profit Categories - Drug and Medications,active,0
Rx3320,***Douxo Seborrhea Spot On DO NOT USE,4.04,Medication Breakout - Derm,active,0
Rx3776,ProGut Plus per ml,0.78,Revenue Profit Categories - Drug and Medications,active,0
Rx3911,Otomite Otic per ml,0.83,Revenue Profit Categories - Drug and Medications,active,0
Rx3911,Otomite Otic per ml,0.83,Medication Breakout - Otics,active,0
Rx3781,Progut Plus Oral Paste 15 ml,25.72,Revenue Profit Categories - Over The Counter,active,0
Rx5556,****Novo Clindamycin 150mg capsules,0.5,Revenue Profit Categories - Drug and Medications,active,0
Rx6365,PrednisoloLONE 5mg Chew - Chicken,1.1,Revenue Profit Categories - Drug and Medications,active,0
Rx6808,Trifexis 27.3-54.5kg Brown,31.65,Revenue Profit Categories - Drug and Medications,active,1
Rx6808,Trifexis 27.3-54.5kg Brown,31.65,Parasiticides_Combo - Trifexis,active,1
Sx4850,Foreign Body Removal / 10 min,61.0,Revenue Profit Categories - Surgery,active,0
Sx5310,Grid Keratotomy / Superficial Keratectomy,100.0,Revenue Profit Categories - Surgery,active,0
Tx2700,Hotspot Clip/Clean/Treat 10 Min,40.0,Revenue Profit Categories - Professional Services (Other),active,0
Tx2500,***Cleanse Wound / 10 Min. DO NOT USE,15.5,Revenue Profit Categories - Professional Services (Other),active,0
Tx3812,***Laser Therapy Single Treatment per Ear DO NOT USE,10.5,Revenue Profit Categories - Integrative Therapies,active,0
Tx3651,Activated Charcoal Administration Solution (enter per ml),0.09,Revenue Profit Categories - Professional Services (Other),active,0
mcrckac,RC VDIET Canine Adult 385g can,4.16,Diet Manufacturers - Royal Canin,active,0
MCRCfhca,RC VDIET Feline Hypoallergenic 165g can,2.99,Revenue Profit Categories - Diet Revenue,active,0
MCRCfhca,RC VDIET Feline Hypoallergenic 165g can,2.99,Diet Types - Allergy,active,0
DisVSSP,VetStore Sponsored Promotion Discount,0.0,Revenue Profit Categories - Discounts,active,0
DS1900,Dental Pack Fee,20.0,Revenue Profit Categories - Dentistry,active,0
FC1579,Private Cremation 76 - 125 lbs,287.5,Revenue Profit Categories - Euthanasia & Cremation,active,0
Rx2842,Ketoconazole Oral Suspension100mg/ml,4.48,Revenue Profit Categories - Drug and Medications,active,0
Rx4871,Prozinc Insulin 40iu/ml 10 ml,111.88,Revenue Profit Categories - Drug and Medications,active,0
Rx6991,***Simplicef 200mg Tab DO NOT USE,4.1,Revenue Profit Categories - Drug and Medications,active,0
Sx3500,Cryptorchid Surgery-canine,278.0,Revenue Profit Categories - Surgery,active,0
Sx3550,Cryptorchid Surgery-feline,202.0,Revenue Profit Categories - Surgery,active,0
Sx2290,Surgical Assistant Fee/10 minutes,33.0,Revenue Profit Categories - Surgery,active,0
Sx2300,Abscess Drain and Flush,100.0,Revenue Profit Categories - Surgery,active,0
Sx5200,Gastropexy- Body Wall / 10 min,86.0,Revenue Profit Categories - Surgery,active,0
Sx6550,Neuter - Canine Unilat. Cryptorchid SQ,177.0,Revenue Profit Categories - Surgery,active,0
Tx3310,Fecal Evacuation,49.5,Revenue Profit Categories - Professional Services (Other),active,0
Xr9999,Misc Xray Services,0.0,Revenue Profit Categories - Radiology,active,0
mcrckad1,RC VDIET Canine Adult 10kg,80.33,Diet Manufacturers - Royal Canin,active,0
mcrckad1,RC VDIET Canine Adult 10kg,80.33,Revenue Profit Categories - Diet Revenue,active,0
RX7927,Ursodiol 100mg/ml Suspension,1.66,Revenue Profit Categories - Drug and Medications,active,0
Rx3710,Drontal Plus 22.7mg tablets,5.43,Revenue Profit Categories - Drug and Medications,active,0
Rx3907,Epakitin 180g,58.0,Revenue Profit Categories - Over The Counter,active,0
Rx4841,Caninsulin Cartridge 2.7ml,16.94,Revenue Profit Categories - Drug and Medications,active,0
Rx4880,Interceptor Flavor Tabs Brown 2.3mg,5.48,Revenue Profit Categories - Drug and Medications,active,1
Rx4880,Interceptor Flavor Tabs Brown 2.3mg,5.48,Parasiticides_Internal - Interceptor,active,1
Rx4922,Ivomec 1% Solution per ml,0.04,Revenue Profit Categories - Drug and Medications,active,0
Rx5435,Metronidazole 100mg tablets,0.72,Revenue Profit Categories - Drug and Medications,active,0
Rx5760,Onsior 10mg Tablet Canine,0.07,Revenue Profit Categories - Drug and Medications,active,0
Rx5760,Onsior 10mg Tablet Canine,0.07,Medication Breakout - Pain,active,0
Rx5791,Optixcare Eye Lube Plus Hyaluron 20g,25.98,Revenue Profit Categories - Drug and Medications,active,0
Rx6042,Pancrease-V Powder per tsp (41 tsp per bottle),2.29,Revenue Profit Categories - Drug and Medications,active,0
Rx6940,Sentinel 23mg tablets 23-45Kg White,23.04,Revenue Profit Categories - Drug and Medications,active,1
Rx6940,Sentinel 23mg tablets 23-45Kg White,23.04,Parasiticides_Combo - Sentinel,active,1
Rx7602,ThyroTabs 0.7mg tablets,0.48,Revenue Profit Categories - Drug and Medications,active,0
Rx4280,***Furosemide 40mg Tablets DO NOT USE,0.15,Revenue Profit Categories - Drug and Medications,active,0
Rx5887,Mometamax Otic Suspension per ml,2.2,Revenue Profit Categories - Drug and Medications,active,0
Rx5887,Mometamax Otic Suspension per ml,2.2,Medication Breakout: Otics - Mometamax,active,0
Rx5887,Mometamax Otic Suspension per ml,2.2,Medication Breakout - Otics,active,0
Rx6402,***Prednisone NOVO 5mg tablet,0.05,Revenue Profit Categories - Drug and Medications,active,0
Rx6402,***Prednisone NOVO 5mg tablet,0.05,Medication Breakout - Derm,active,0
Rx7993,Veraflox 25mg/ml Oral Suspension-15ml,38.08,Revenue Profit Categories - Drug and Medications,active,0
SI2900,Bile Acid Panel Package,0.0,Revenue Profit Categories - Lab (external),active,0
SI1700,Canine Mature Spay > 40kg,0.0,Revenue Profit Categories - Surgery,active,0
Sx4600,Eyelid Flap- Third Eyelid,101.0,Revenue Profit Categories - Surgery,active,0
Sx6925,Penrose Drain Placement,24.0,Revenue Profit Categories - Professional Services (Other),active,0
Sx5900,Laceration RepairMinor / 10 min,66.0,Revenue Profit Categories - Surgery,active,0
Tx2800,CPR Cardiopulmonary Resuscitation per 10 minutes,150.0,Revenue Profit Categories - Professional Services (Other),active,0
mcrcfwc3,RC VDIET Feline Weight Control 3.5kg,52.15,Diet Manufacturers - Royal Canin,active,0
mcrcfwc3,RC VDIET Feline Weight Control 3.5kg,52.15,Revenue Profit Categories - Diet Revenue,active,0
mcrcfwc3,RC VDIET Feline Weight Control 3.5kg,52.15,Diet Types - Weight,active,0
pdcid13,PR Diet Canine I/D Low Fat 3.85kg,70.57,Diet Manufacturers - Hill's,active,0
pdcid13,PR Diet Canine I/D Low Fat 3.85kg,70.57,Revenue Profit Categories - Diet Revenue,active,0
pdcid13,PR Diet Canine I/D Low Fat 3.85kg,70.57,Diet Types - Gastro,active,0
LAC8056,Canine Pancreatic Lipase Add On Idexx (CPLIa),88.9,Revenue Profit Categories - Lab (external),active,0
Rx6624,Sulfadimethoxine 250mg/ml,1.66,Revenue Profit Categories - Drug and Medications,active,0
SI3003,Dental Cleaning G3--Canine,0.0,Revenue Profit Categories - Dentistry,active,0
SI3003,Dental Cleaning G3--Canine,0.0,Preventive Care Snapshot - Dental Prophy,active,0
SI3004,Dental Cleaning G4--Canine,0.0,Revenue Profit Categories - Dentistry,active,0
SI3004,Dental Cleaning G4--Canine,0.0,Preventive Care Snapshot - Dental Prophy,active,0
RP6760,Ovitrol Plus Shampoo 355ml,14.64,Revenue Profit Categories - Drug and Medications,active,0
RP6760,Ovitrol Plus Shampoo 355ml,14.64,Medication Breakout - Derm,active,0
RP8035,***Aventi KP Cats 50g,23.96,Revenue Profit Categories - Over The Counter,active,0
RP9060,Vet Solutions Enzadent O/C Chews (Medium)30,20.2,Revenue Profit Categories - Over The Counter,active,0
RP9072,***PRO OTIC SCRUB EAR CLEANSING SOLUTION 237ml DO NOT USE,14.08,Revenue Profit Categories - Drug and Medications,active,0
RP9072,***PRO OTIC SCRUB EAR CLEANSING SOLUTION 237ml DO NOT USE,14.08,Medication Breakout - Otics,active,0
RPcroc2,***Rayne Canine Crocodilia Maint 369g,5.19,Revenue Profit Categories - Diet Revenue,active,0
RPcroc2,***Rayne Canine Crocodilia Maint 369g,5.19,Diet Types - Derm Diet,active,0
Rx1910,Baytril 15mg Tablets,0.86,Revenue Profit Categories - Drug and Medications,active,0
LaC1002,Cystocentesis,30.0,Revenue Profit Categories - Lab (in-house),active,0
Rx4890,Interceptor Flavor Tabs Green 5.75mg,7.26,Revenue Profit Categories - Drug and Medications,active,1
Rx4890,Interceptor Flavor Tabs Green 5.75mg,7.26,Parasiticides_Internal - Interceptor,active,1
mcrck4,RC VDIET Canine Anallergenic 4kg,77.08,Diet Manufacturers - Royal Canin,active,0
mcrck4,RC VDIET Canine Anallergenic 4kg,77.08,Revenue Profit Categories - Diet Revenue,active,0
mcrck4,RC VDIET Canine Anallergenic 4kg,77.08,Diet Types - Allergy,active,0
Rx7582,ThyroTabs 0.5mg tablets,0.39,Revenue Profit Categories - Drug and Medications,active,0
Rx2840,Clindamycin Teva 300mg capsule,0.99,Revenue Profit Categories - Drug and Medications,active,0
LaC6114,SDMA (SDMAV) IDEXX Advantage,45.9,Revenue Profit Categories - Lab (external),active,0
MCRCkko8,RC VDIET Canine Selected Protein KO 8kg,104.28,Diet Manufacturers - Royal Canin,active,0
Vx2000,DA2PP Annual Vaccine - reminder only!,0.0,Revenue Profit Categories - Vaccines,active,0
Vx2000,DA2PP Annual Vaccine - reminder only!,0.0,Vaccinations - DHPP(1y),active,0
HS7656,Splint Padded Plastic Green 30x4cm,8.12,Revenue Profit Categories - Professional Services (Other),active,0
IM7155,***Synacthen Depot 1mg/ml,280.0,Revenue Profit Categories - Injections,active,0
LaC3010,Bile Acids Test - Single Sample (BAR),93.9,Revenue Profit Categories - Lab (external),active,0
LaC5085,Culture - Fungal (FUN),149.9,Revenue Profit Categories - Lab (external),active,0
LaC2010,ACTH Response Test Pre & 1 Post(AS2),131.9,Revenue Profit Categories - Lab (external),active,0
LaC3040,Cobalamin (Vit B12) & Folate Add-on (BFa),113.9,Revenue Profit Categories - Lab (external),active,0
LaC8376,Thyroid Mini Profile Canine (CMTW),165.9,Revenue Profit Categories - Lab (external),active,0
Tx01,PAYABLE AT FUTURE RECHECK DATES:,0.0,Revenue Profit Categories - Professional Services (Other),active,0
Tx1600,Bandage Application- M,38.5,Revenue Profit Categories - Professional Services (Other),active,0
mcrcmfr3,RC VDIET Feline Multi Function Renal+Hypo HP 3kg,72.2,Diet Manufacturers - Royal Canin,active,0
mcrcmfr3,RC VDIET Feline Multi Function Renal+Hypo HP 3kg,72.2,Revenue Profit Categories - Diet Revenue,active,0
pdcdid14,PR Diet Canine I/D 3.85kg,49.93,Diet Manufacturers - Hill's,active,0
pdcdid14,PR Diet Canine I/D 3.85kg,49.93,Revenue Profit Categories - Diet Revenue,active,0
pdcdid14,PR Diet Canine I/D 3.85kg,49.93,Diet Types - Gastro,active,0
pdcddpd1,***PR Diet Canine Skin Support D/D Potato & Duck 12.5 kg,118.62,Diet Manufacturers - Hill's,active,0
pdcddpd1,***PR Diet Canine Skin Support D/D Potato & Duck 12.5 kg,118.62,Revenue Profit Categories - Diet Revenue,active,0
pdcddpd1,***PR Diet Canine Skin Support D/D Potato & Duck 12.5 kg,118.62,Diet Types - Derm Diet,active,0
IAMcspr6,Iams Vet Canine Skin & Coat Plus Response FP 13.6kg,109.08,Diet Manufacturers - Iams/Eukanuba,active,0
IAMcspr6,Iams Vet Canine Skin & Coat Plus Response FP 13.6kg,109.08,Revenue Profit Categories - Diet Revenue,active,0
IAMcspr6,Iams Vet Canine Skin & Coat Plus Response FP 13.6kg,109.08,Diet Types - Derm Diet,active,0
IM5150,Percorten Injectable 25mg/ml,31.37,Revenue Profit Categories - Injections,active,0
IM5600,***Propofol 10mg/ml 50ml Novopharm NOT IN STOCK,1.03,Revenue Profit Categories - Anesthesia,active,0
LaC8080,Fecal Occult Blood (FOB),69.9,Revenue Profit Categories - Lab (external),active,0
LaC2014,Cortisol - Random (CORR),77.9,Revenue Profit Categories - Lab (external),active,0
LaC3030,Cobalamin (VitB12) & Folate (BF),161.9,Revenue Profit Categories - Lab (external),active,0
LaH3800,Fungal Culture IH - Fungassay,48.12,Revenue Profit Categories - Lab (in-house),active,0
MCRCfrp1,RC VDIET Feline Renal Suppport P 2kg,46.15,Diet Manufacturers - Royal Canin,active,0
MCRCfrp1,RC VDIET Feline Renal Suppport P 2kg,46.15,Revenue Profit Categories - Diet Revenue,active,0
MCRCfrp1,RC VDIET Feline Renal Suppport P 2kg,46.15,Diet Types - Renal,active,0
MCRCfusa,RC VDIET Feline Urinary SO Moderate Calorie Can 85g,1.96,Diet Manufacturers - Royal Canin,active,0
MCRCfusa,RC VDIET Feline Urinary SO Moderate Calorie Can 85g,1.96,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9cc,RC VDIET Canine Medi Chews Large 176gm,12.9,Revenue Profit Categories - Over The Counter,active,0
MCRCk9c8,RC VDIET Canine Calm 8kg,112.92,Diet Manufacturers - Royal Canin,active,0
MCRCk9c8,RC VDIET Canine Calm 8kg,112.92,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9c8,RC VDIET Canine Calm 8kg,112.92,Diet Types - zOther Therapeutic,active,0
MCRCk9ga,RC VDIET Canine GI High Energy 4kg,58.06,Diet Manufacturers - Royal Canin,active,0
MCRCk9ga,RC VDIET Canine GI High Energy 4kg,58.06,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9ga,RC VDIET Canine GI High Energy 4kg,58.06,Diet Types - Gastro,active,0
MCRCkdld,RC VDIET Canine Development Puppy Large Dog 4kg,43.41,Diet Manufacturers - Royal Canin,active,0
MCRCkdld,RC VDIET Canine Development Puppy Large Dog 4kg,43.41,Revenue Profit Categories - Diet Revenue,active,0
MCRCkdld,RC VDIET Canine Development Puppy Large Dog 4kg,43.41,Diet Types - Wellness / Lifestage,active,0
MCRCko,RC VDIET Canine Treats Original 500g,14.11,Revenue Profit Categories - Over The Counter,active,0
PDcid15,PR Diet Canine I/D 7.98kg,81.41,Diet Manufacturers - Hill's,active,0
PDcid15,PR Diet Canine I/D 7.98kg,81.41,Revenue Profit Categories - Diet Revenue,active,0
PDcid15,PR Diet Canine I/D 7.98kg,81.41,Diet Types - Gastro,active,0
PDcjd01,PR Diet Canine J/D 370g can,4.52,Diet Manufacturers - Hill's,active,0
PDcjd01,PR Diet Canine J/D 370g can,4.52,Revenue Profit Categories - Diet Revenue,active,0
PDcjd01,PR Diet Canine J/D 370g can,4.52,Diet Types - zOther Therapeutic,active,0
PDckdcas,PR Diet Canine K/D Chicken 370g CASE,56.45,Diet Manufacturers - Hill's,active,0
PDckdcas,PR Diet Canine K/D Chicken 370g CASE,56.45,Revenue Profit Categories - Diet Revenue,active,0
PDcrd18,PR Diet Canine R/D Chicken 12.5kg,125.95,Diet Manufacturers - Hill's,active,0
PDcrd18,PR Diet Canine R/D Chicken 12.5kg,125.95,Revenue Profit Categories - Diet Revenue,active,0
PDcrd18,PR Diet Canine R/D Chicken 12.5kg,125.95,Diet Types - Weight,active,0
PDcsdcan,PR Diet Canine S/D 370g Cans,4.52,Diet Manufacturers - Hill's,active,0
PDcsdcan,PR Diet Canine S/D 370g Cans,4.52,Revenue Profit Categories - Diet Revenue,active,0
PDcsdcan,PR Diet Canine S/D 370g Cans,4.52,Diet Types - Urinary,active,0
PDcud5,PR Diet Canine U/D 370g Can,5.43,Diet Manufacturers - Hill's,active,0
PDcud5,PR Diet Canine U/D 370g Can,5.43,Revenue Profit Categories - Diet Revenue,active,0
PDcud5,PR Diet Canine U/D 370g Can,5.43,Diet Types - Urinary,active,0
PDcwdcas,PR Diet Canine W/D 370g CASE,48.85,Diet Manufacturers - Hill's,active,0
Tx2100,***Bandage Adjustment DO NOT USE,0.0,Revenue Profit Categories - Professional Services (Other),active,0
mcrckdl1,RC VDIET Canine Development Puppy Large Dog 14kg,117.24,Diet Manufacturers - Royal Canin,active,0
mcrckdl1,RC VDIET Canine Development Puppy Large Dog 14kg,117.24,Revenue Profit Categories - Diet Revenue,active,0
